Age,Gender,Sexuality,Ethnicity,EdLevel,CompanySize,Country,Employment,DevType(Position),Currency,CurrencySymbol,Salary,SalaryFreq,DollarizedSalary,YearsCode,YearsCodePro,OperatingSystem,DatabaseWantToWorkWith,DatabaseHaveWorkedWith,FrameworkWantToWorkWith,FrameworkHaveWorkedWith,LanguageWantToWorkWith,LanguageHaveWorkedWith,PlatformWantToWorkWith,PlatformHaveWorkedWith,SurveyYear
18-24 years old,Man,Straight / Heterosexual,Indian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,India,"Student, full-time",,,,,,,2,,Linux-based,Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis,Cloud Firestore;MongoDB;MySQL;Redis,ASP.NET;ASP.NET Core ;Deno;Express;Gatsby;Next.js;Node.js;React.js,Deno;Express;Next.js;Node.js;React.js,Bash/Shell;C#;Go;HTML/CSS;JavaScript;Rust;TypeScript,Bash/Shell;C;C++;Dart;HTML/CSS;Java;JavaScript;PHP;TypeScript,Firebase;Heroku,Firebase;Heroku,2022
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,UK,"Employed, full-time","Developer, full-stack",Pound sterling,GBP,,Monthly,,5,1,macOS,,MySQL;SQLite,,Laravel;Node.js;Nuxt.js;Vue.js,,HTML/CSS;JavaScript;PHP,,,2022
45-54 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,UK,"Employed, full-time","Developer, back-end",Pound sterling,GBP,47500.0,Monthly,716148.0,18,10,macOS,,,,Angular.js;jQuery;React.js;Ruby on Rails,JavaScript;PHP;SQL;TypeScript,C#;Objective-C;Ruby,,,2022
45-54 years old,Man,Straight / Heterosexual,White;European,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,UK,"Employed, full-time","Senior Executive (C-Suite, VP, etc.)",,,,,,25,23,Windows,Microsoft SQL Server,Microsoft SQL Server,,,PowerShell;SQL,PowerShell;Python;SQL,,,2022
25-34 years old,Man,Prefer not to say,Indian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","5,000 to 9,999 employees",India,"Employed, full-time",DevOps specialist,Indian rupee,INR,,Monthly,,8,8,Linux-based,,Cassandra;Cloud Firestore;DynamoDB;Elasticsearch;MongoDB;MySQL;Neo4j;PostgreSQL;Redis,,,Python;Ruby;SQL,Bash/Shell;Groovy;Ruby;SQL,AWS;Google Cloud,AWS;Google Cloud;Linode;OpenStack;VMware,2022
25-34 years old,Man,Straight / Heterosexual,I don't know,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,Germany,"Employed, full-time","Developer, mobile",European Euro,EUR,63000.0,Yearly,67186.0,10,6,macOS,Cloud Firestore,Cloud Firestore,,,Dart,Dart,Firebase,Firebase,2022
25-34 years old,"Woman;Non-binary, genderqueer, or gender non-conforming",Prefer to self-describe:;Queer,White;European,Something else,100 to 499 employees,Germany,"Independent contractor, freelancer, or self-employed;Employed, part-time","Engineer, site reliability;Developer, back-end;DevOps specialist;Cloud infrastructure engineer",European Euro,EUR,3792.0,Monthly,48528.0,14,9,Linux-based,Elasticsearch;PostgreSQL,PostgreSQL,Flask;Node.js;Vue.js,Django;Node.js,Bash/Shell;C;C++;Go;Haskell;HTML/CSS;JavaScript;Perl;Rust;TypeScript,Assembly;Bash/Shell;C;C++;Go;HTML/CSS;JavaScript;Perl;Python,,,2022
45-54 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,USA,"Employed, full-time","Developer, back-end;Database administrator;DevOps specialist;Cloud infrastructure engineer",United States dollar,USD,,,,45,33,macOS,PostgreSQL,PostgreSQL,,,Bash/Shell;Kotlin;Python;Rust;TypeScript,Bash/Shell;Java;Kotlin;Python;TypeScript,AWS,AWS,2022
25-34 years old,Man,Straight / Heterosexual,Indian,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2 to 9 employees,India,"Employed, full-time","Developer, desktop or enterprise applications",Indian rupee,INR,,Monthly,,5,1,Windows,,Microsoft SQL Server,,Angular.js;ASP.NET;Node.js,Bash/Shell;C++;Python;R;SQL;Swift,Bash/Shell;C++;Python,,AWS;Firebase;Google Cloud;Microsoft Azure,2022
18-24 years old,Man,Straight / Heterosexual,Indian,Some college/university study without earning a degree,,UK,"Employed, full-time;Student, part-time","Developer, full-stack",,,,,,7,,Windows,,MongoDB;PostgreSQL,React.js,Angular.js;ASP.NET;ASP.NET Core ;React.js,Dart;Kotlin;Rust,C;C#;F#;HTML/CSS;Java;JavaScript;TypeScript,,AWS,2022
25-34 years old,Man,,European,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,Germany,"Employed, full-time","Developer, full-stack;DevOps specialist",European Euro,EUR,58000.0,Yearly,61853.0,7,5,macOS,PostgreSQL,Microsoft SQL Server,Deno;FastAPI;Node.js;Nuxt.js;Vue.js,FastAPI;Node.js;Nuxt.js;Vue.js,HTML/CSS;JavaScript;Python;SQL;TypeScript,HTML/CSS;JavaScript;Python;SQL,,Microsoft Azure,2022
35-44 years old,Woman,Straight / Heterosexual,Asian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",UK,"Employed, full-time","Developer, QA or test",Pound sterling,GBP,71000.0,Yearly,89204.0,19,15,Linux-based;Windows,,MongoDB;MySQL;Oracle;SQLite,jQuery;Node.js;React.js,jQuery;Node.js;React.js,,C;C#;C++;Groovy;Java;JavaScript;Python;VBA,AWS;Google Cloud;Microsoft Azure,AWS,2022
18-24 years old,Man,Straight / Heterosexual,White;European,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,Germany,"Student, full-time;Employed, part-time","Developer, full-stack;Developer, back-end;Student;Other (please specify):",,,,,,7,,Windows,,Microsoft SQL Server;MySQL,ASP.NET Core ,ASP.NET;ASP.NET Core ;Blazor;jQuery,Assembly;C;C#;C++;Java;SQL,Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;SQL,,DigitalOcean,2022
25-34 years old,Man,Straight / Heterosexual,White;European,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,Germany,"Employed, full-time","Developer, full-stack;Developer, mobile;Other (please specify):",European Euro,EUR,58000.0,Yearly,61853.0,9,4,Windows,DynamoDB;Microsoft SQL Server;PostgreSQL;SQLite,DynamoDB;Microsoft SQL Server;PostgreSQL;SQLite,ASP.NET Core ,ASP.NET Core ;Express,C#;F#;Kotlin;SQL;Swift,C#;HTML/CSS;JavaScript;SQL;Swift,OpenStack,AWS;Firebase;Microsoft Azure;OpenStack,2022
18-24 years old,"Non-binary, genderqueer, or gender non-conforming",Bisexual,White;Black,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,USA,"Employed, full-time;Student, part-time;Independent contractor, freelancer, or self-employed","Developer, full-stack;Student;Database administrator;System administrator",,,,,,7,,macOS,PostgreSQL;Redis;SQLite,MariaDB;MongoDB;PostgreSQL;Redis;SQLite,Deno;FastAPI;Next.js;Node.js;React.js;Svelte,FastAPI;Next.js;Node.js;React.js,Bash/Shell;Dart;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Bash/Shell;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,Google Cloud;OVH,AWS;DigitalOcean;Google Cloud;OVH,2022
25-34 years old,Man,Straight / Heterosexual,Southeast Asian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",India,"Employed, full-time",Data or business analyst,Indian rupee,INR,,Monthly,,14,12,Windows,,,,,Python;SQL,Python;SQL,Google Cloud,Google Cloud,2022
18-24 years old,Man,Straight / Heterosexual,Indian;Asian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,India,"Employed, full-time","Developer, mobile",Indian rupee,INR,700000.0,Yearly,9028.0,6,3,Windows,MySQL;Firebase Realtime Database;SQLite,Cloud Firestore;Firebase Realtime Database;SQLite,,,Java;Kotlin,Java;Kotlin,,Firebase,2022
55-64 years old,Man,,European,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,Germany,"Employed, full-time","Developer, front-end",European Euro,EUR,5000.0,Monthly,63984.0,20,12,Windows,PostgreSQL,PostgreSQL,,,Delphi,Delphi;Python,VMware,VMware,2022
,Man,Straight / Heterosexual,Indian;South Asian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",I don’t know,India,"Employed, full-time","Developer, full-stack;Developer, back-end",Indian rupee,INR,,,,2,Less than 1 year,Windows,MongoDB;PostgreSQL,MySQL,Node.js;React.js,Node.js,JavaScript;Python;Solidity;TypeScript,JavaScript,,,2022
25-34 years old,Man,Straight / Heterosexual,White;European,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10 to 19 employees,UK,"Employed, full-time","Developer, full-stack;Cloud infrastructure engineer",Pound sterling,GBP,40000.0,Monthly,603072.0,2,1,macOS,DynamoDB;MySQL;PostgreSQL,DynamoDB;MySQL;PostgreSQL,,React.js,Clojure,Bash/Shell;Clojure;HTML/CSS;JavaScript;SQL,AWS,AWS;Heroku,2022
35-44 years old,Man,Straight / Heterosexual,European,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Just me - I am a freelancer, sole proprietor, etc.",UK,"Employed, full-time;Independent contractor, freelancer, or self-employed","Developer, back-end;Database administrator;Senior Executive (C-Suite, VP, etc.)",Pound sterling,GBP,,,,24,20,Linux-based,Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,Microsoft SQL Server;PostgreSQL;Redis,ASP.NET Core ,ASP.NET;ASP.NET Core ,Bash/Shell;C#;Go;Perl;Rust;SQL,Bash/Shell;C#;JavaScript;Perl;PHP;SQL;TypeScript,Linode,AWS;Microsoft Azure,2022
25-34 years old,Man,Straight / Heterosexual,White,Some college/university study without earning a degree,"1,000 to 4,999 employees",Germany,"Employed, full-time","Developer, front-end",European Euro,EUR,72000.0,Yearly,76783.0,12,8,macOS,SQLite,MySQL,Vue.js,Vue.js,C#;JavaScript;Objective-C;Rust;TypeScript,Bash/Shell;JavaScript;TypeScript,,,2022
18-24 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,UK,"Student, full-time",,,,,,,4,,Windows,CouchDB;Microsoft SQL Server;MySQL,Microsoft SQL Server;MySQL,,,C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;VBA,C++;HTML/CSS;Java;JavaScript;PHP;Python;VBA,,,2022
35-44 years old,Man,,Hispanic or Latino/a;South American,"Professional degree (JD, MD, etc.)",100 to 499 employees,Germany,"Employed, full-time","Developer, full-stack;Developer, mobile",European Euro,EUR,,,,15,10,macOS,SQLite,SQLite,,,Groovy;Java;Kotlin;SQL,Groovy;Java;Kotlin;Scala;SQL,DigitalOcean;Firebase;Heroku,AWS;Firebase;Google Cloud,2022
35-44 years old,Man,Straight / Heterosexual,White;European,"Professional degree (JD, MD, etc.)","Just me - I am a freelancer, sole proprietor, etc.",UK,"Independent contractor, freelancer, or self-employed","Developer, back-end;Cloud infrastructure engineer",Pound sterling,GBP,12000.0,Monthly,180924.0,22,14,Linux-based;Windows,PostgreSQL;SQLite,DynamoDB;MySQL,,FastAPI,Clojure;Rust,Python;Rust,,AWS,2022
25-34 years old,Man,Straight / Heterosexual,European,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,UK,"Employed, full-time",,Pound sterling,GBP,,Monthly,,9,5,Linux-based,,PostgreSQL,Deno;Django,Deno;Django;Flask,Python;Rust,Bash/Shell;C;C#;C++;JavaScript;Kotlin;Python;Rust;TypeScript,DigitalOcean,AWS;Heroku,2022
25-34 years old,Man,Prefer not to say,European;Hispanic or Latino/a,Some college/university study without earning a degree,"Just me - I am a freelancer, sole proprietor, etc.",UK,"Independent contractor, freelancer, or self-employed","Developer, full-stack",Pound sterling,GBP,,,,10,1,Linux-based;Windows;Windows Subsystem for Linux (WSL),MongoDB;Redis,MongoDB;MySQL;PostgreSQL,Express;Next.js;Node.js;React.js,Angular;Express;Next.js;Node.js;React.js,Bash/Shell;HTML/CSS;JavaScript;PowerShell;Rust;SQL;TypeScript,Bash/Shell;HTML/CSS;JavaScript;PowerShell;SQL,DigitalOcean;Firebase,AWS;DigitalOcean;Firebase;Heroku,2022
18-24 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",UK,"Employed, full-time","Developer, full-stack",Pound sterling,GBP,48000.0,Yearly,60307.0,7,Less than 1 year,macOS,,,React.js,Angular.js;React.js,Java;Python;SQL,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,AWS;OpenStack,AWS;OpenStack,2022
18-24 years old,Man,Prefer not to say,European,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,Germany,"Student, full-time",,,,,,,2,,,PostgreSQL,MariaDB;MySQL;Oracle,,jQuery;Node.js,C#;Kotlin;Swift,Bash/Shell;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,,,2022
25-34 years old,Man,Straight / Heterosexual,Asian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",India,"Employed, full-time","Developer, front-end;Developer, full-stack;Developer, mobile",Indian rupee,INR,,,,4,2,macOS,MongoDB,MongoDB,Node.js;React.js,Node.js;React.js,JavaScript;Swift,JavaScript;Swift,AWS,AWS,2022
35-44 years old,Woman,Bisexual;Straight / Heterosexual,White;European,"Other doctoral degree (Ph.D., Ed.D., etc.)","10,000 or more employees",Germany,"Employed, full-time","Data scientist or machine learning specialist;Engineer, data;Developer, desktop or enterprise applications;Academic researcher;Scientist",European Euro,EUR,63242.0,Yearly,67444.0,22,13,Windows,Microsoft SQL Server;MongoDB;PostgreSQL,Microsoft SQL Server,,,C#;Python;R;SQL,Python;R;SQL,,,2022
25-34 years old,Man,Straight / Heterosexual,Indian,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,India,"Employed, full-time","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;Developer, embedded applications or devices;Developer, game or graphics;System administrator;Security professional",Indian rupee,INR,93000.0,Monthly,14388.0,12,3,Linux-based;Windows,Cloud Firestore;DynamoDB;Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL,CouchDB;Cloud Firestore;DynamoDB;Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL,Django;Express;jQuery;Node.js;React.js;Vue.js,Django;Express;jQuery;Node.js;React.js;Vue.js,C;C++;JavaScript;PHP;Swift;TypeScript,C;C++;JavaScript;PHP;Swift;TypeScript,AWS;DigitalOcean;Firebase;Google Cloud;Heroku,AWS;DigitalOcean;Firebase;Google Cloud;Heroku,2022
25-34 years old,Man,Straight / Heterosexual,Indian,Some college/university study without earning a degree,20 to 99 employees,India,"Employed, full-time","Developer, front-end;Developer, full-stack;Developer, QA or test;Developer, mobile",Indian rupee,INR,1410000.0,Yearly,18185.0,7,4,macOS,Cloud Firestore;DynamoDB;MongoDB;Neo4j;Firebase Realtime Database;Redis,Cloud Firestore;Firebase Realtime Database;SQLite,Express;FastAPI;Next.js;Node.js;React.js;Svelte,Django;Next.js;React.js,Dart;Go;HTML/CSS;JavaScript;Kotlin;Rust;Solidity;TypeScript,Dart;HTML/CSS;JavaScript;Python,,,2022
18-24 years old,Man,Straight / Heterosexual,European,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",Germany,"Employed, full-time",DevOps specialist;Project manager;System administrator,European Euro,EUR,60000.0,Monthly,767832.0,7,2,Linux-based;Windows;Windows Subsystem for Linux (WSL),,Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,,Angular;Flask,C#;Java;Python,Bash/Shell;C#;HTML/CSS;Java;JavaScript;PowerShell;Python,Microsoft Azure,Microsoft Azure,2022
25-34 years old,Man,Straight / Heterosexual,White;European,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,UK,"Employed, full-time","Engineer, data",Pound sterling,GBP,50880.0,Yearly,63925.0,9,6,macOS,,,,,Python;Rust;Scala,Bash/Shell;Python;Scala,AWS,AWS,2022
35-44 years old,Man,Straight / Heterosexual,Indian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",India,"Employed, full-time","Developer, back-end;Developer, QA or test",Indian rupee,INR,,,,16,13,Linux-based;macOS;Windows,Elasticsearch;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis,Elasticsearch;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis,,,Bash/Shell;Go;Java;Kotlin;SQL,Bash/Shell;Java;SQL,AWS;Microsoft Azure,AWS;Microsoft Azure,2022
35-44 years old,Man,Straight / Heterosexual,White;European,"Professional degree (JD, MD, etc.)",2 to 9 employees,Germany,"Employed, full-time","Developer, full-stack;Developer, QA or test;Developer, mobile;Engineering manager;Database administrator;Project manager;Designer;Product manager;System administrator",European Euro,EUR,3000.0,Monthly,38388.0,20,15,Linux-based,PostgreSQL;Redis;SQLite,Microsoft SQL Server;MongoDB;PostgreSQL;Redis;SQLite,Deno;Node.js;Ruby on Rails;Vue.js,jQuery;Node.js;Ruby on Rails;Vue.js,Go;HTML/CSS;JavaScript;Ruby;SQL;TypeScript,Go;HTML/CSS;JavaScript;Ruby;SQL,,,2022
25-34 years old,Man,Straight / Heterosexual,White,"Associate degree (A.A., A.S., etc.)",,UK,"Not employed, but looking for work",,,,,,,17,,Windows,MongoDB,DynamoDB;PostgreSQL,Express;Gatsby;Next.js;Node.js;React.js;Svelte,ASP.NET Core ,HTML/CSS;JavaScript;TypeScript,C#;Python,,AWS,2022
25-34 years old,Man,Straight / Heterosexual,White,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","5,000 to 9,999 employees",UK,"Employed, full-time","Developer, back-end;Developer, desktop or enterprise applications",Pound sterling,GBP,81818.0,Yearly,102796.0,14,9,Windows;Windows Subsystem for Linux (WSL),,IBM DB2;PostgreSQL,,,C#;C++;Go;Python;Rust,Bash/Shell;C;C#;C++;HTML/CSS;Python;SQL,AWS;Microsoft Azure;OVH,Microsoft Azure;OVH,2022
18-24 years old,Man,Straight / Heterosexual,Indian,Some college/university study without earning a degree,20 to 99 employees,India,"Employed, full-time","Developer, front-end;Developer, full-stack;Developer, back-end",Indian rupee,INR,600000.0,Monthly,92856.0,7,3,Windows,Microsoft SQL Server;PostgreSQL;Redis;SQLite,Microsoft SQL Server;PostgreSQL,ASP.NET;ASP.NET Core ;Blazor,ASP.NET;ASP.NET Core ;jQuery,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,C#;HTML/CSS;JavaScript;SQL,Heroku;Microsoft Azure,Heroku;Microsoft Azure,2022
25-34 years old,Man,Straight / Heterosexual,European,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,UK,"Employed, full-time","Engineer, data;Developer, back-end",Pound sterling,GBP,105000.0,Yearly,131921.0,20,7,macOS,,,,Django,Python;SQL;TypeScript,Python;SQL;TypeScript,AWS,AWS,2022
45-54 years old,Man,Prefer to self-describe:,European,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2 to 9 employees,Germany,"Independent contractor, freelancer, or self-employed","Developer, front-end;Engineer, data;Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;Database administrator;Project manager;Designer;Senior Executive (C-Suite, VP, etc.);System administrator;Security professional",European Euro,EUR,,Monthly,,40,32,Linux-based;Windows;Windows Subsystem for Linux (WSL),MariaDB;SQLite,MariaDB;Microsoft SQL Server;MySQL;SQLite,jQuery,jQuery,Delphi;JavaScript;SQL;TypeScript,C#;Delphi;JavaScript;SQL;TypeScript,Microsoft Azure,AWS;Microsoft Azure,2022
18-24 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",UK,"Employed, full-time;Independent contractor, freelancer, or self-employed",Data scientist or machine learning specialist;DevOps specialist,Pound sterling,GBP,45000.0,Yearly,56538.0,5,1,macOS;Windows,,,,,Dart;F#;Go;Python;SQL,APL;Dart;F#;Go;MATLAB;Python;R;SQL,AWS;Google Cloud;Microsoft Azure,Google Cloud;Microsoft Azure,2022
25-34 years old,Man,Straight / Heterosexual,White,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,Germany,"Employed, full-time","Developer, front-end;Developer, full-stack;Developer, back-end",European Euro,EUR,57200.0,Yearly,61000.0,5,4,macOS,MySQL;PostgreSQL;Redis,MySQL;Redis,Express;Next.js;Node.js;React.js;Ruby on Rails,Ruby on Rails,C++;Go;JavaScript;Python;Ruby;Rust;TypeScript,JavaScript;Ruby,AWS;Heroku,AWS;Heroku,2022
25-34 years old,Man,Straight / Heterosexual,European,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,Germany,"Employed, full-time","Developer, back-end;Developer, game or graphics",European Euro,EUR,61000.0,Yearly,65053.0,11,4,Windows;Windows Subsystem for Linux (WSL),PostgreSQL;SQLite,SQLite,,,C#;Rust,Bash/Shell;C#;Rust,,,2022
35-44 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,UK,"Employed, full-time","Developer, mobile",Pound sterling,GBP,68000.0,Yearly,85435.0,18,12,macOS,,,,,,JavaScript;Objective-C;Python;Ruby;Swift,,AWS,2022
35-44 years old,Man,Straight / Heterosexual,White;North American,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Just me - I am a freelancer, sole proprietor, etc.",USA,"Independent contractor, freelancer, or self-employed","Developer, front-end",United States dollar,USD,70000.0,Yearly,70000.0,22,12,macOS,,,ASP.NET Core ;Blazor;Deno;React.js;Vue.js,Angular;ASP.NET Core ;React.js,C#;HTML/CSS;JavaScript;Rust;TypeScript,C#;HTML/CSS;JavaScript;TypeScript,,,2022
